Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code
WCC01-5426   ,KITCHEN TABLE - ORCHARDS                ,11500 NE 76TH ST SUITE A8              ,                                        ,,VANCOUVER           ,WA             ,98662,(503) 320-4603,2900,545,
WCC02-21124  ,RAYS FOOD PLACE #55 - PORT ORFORD       ,1555 OREGON ST                          ,                                        ,,PORT ORFORD         ,OR             ,97465,(541) 332-1185,2900,545,
WCC02-230097 ,TREE ACRES                              ,72327 HWY 101                           ,                                        ,,LAKESIDE            ,OR             ,97449,(541) 759-1222,2900,545,
WCC02-230130 ,PORTSIDE MARKET & DELI                  ,931 OREGON ST                          ,                                        ,,PORT ORFORD         ,OR             ,97465,(541) 430-3937,2900,545,
WCC02-25502  ,RAYS FOOD PLACE #81 - DRAIN             ,308 N FIRST ST                          ,                                        ,,DRAIN               ,OR             ,97435,(541) 836-2622,2900,545,
WCC02-25528  ,METRO BRU - NORTH BEND                  ,2135 NEWMARK ST                         ,                                        ,,NORTH BEND          ,OR             ,97459,(541) 751-8879,2900,545,
WCC03-21081  ,SHELL - RIO DELL - HP#12                ,582 WILDWOOD AVE                       ,                                        ,,RIO DELL            ,CA             ,95562,(707) 764-3125,2900,545,
WCC03-21082  ,SHELL - REDWAY - HP#13                  ,600 REDWOOD DR                         ,                                        ,,REDWAY              ,CA             ,95560,(707) 923-3886,2900,545,
WCC03-21120  ,SHOP SMART #32 - REDWAY                 ,3430 REDWOOD AVE                        ,                                        ,,REDWAY              ,CA             ,95560,(707) 923-2172,2900,545,
WCC01-5428   ,KITCHEN TABLE - SALMON CREEK            ,1319 NE 134TH ST SUITE 101             ,                                        ,,VANCOUVER           ,WA             ,98685,(503) 320-4603,2900,545,
WCC01-5479   ,JUBITZ - ADMIN OFFICE                   ,33 NE MIDDLEFIELD RD                    ,                                        ,,PORTLAND            ,OR             ,97211,(503) 283-1111,2900,545,
WCC01-5482   ,JUBITZ - CASCADE GRILL                  ,33 NE MIDDLEFIELD RD                    ,                                        ,,PORTLAND            ,OR             ,97211,(503) 283-1111,2900,545,
WCC01-5487   ,UNDERDOG SPORTS                         ,4643 COMMERCIAL ST SE                  ,                                        ,,SALEM               ,OR             ,97302,(503) 584-1546,2900,545,
WCC04-40084  ,CHEVRON - THE BARN #2 - RIDGECREST      ,301 N CHINA LAKE BLVD                  ,                                        ,,RIDGECREST          ,CA             ,93555,(760) 371-4701,2900,545,
WCC04-40090  ,VALLEY ACRES MARKET                     ,27530 TAFT HWY                          ,                                        ,,TAFT                ,CA             ,93268,(760) 524-2289,2900,545,
WCC04-40091  ,CHEVRON - MESA MARIN                    ,11101 HWY 178                           ,                                        ,,BAKERSFIELD         ,CA             ,93306,(661) 366-4886,2900,545,
WCC04-40101  ,EL TORO LOCO MARKET - TAFT              ,3001 TAFT HWY                           ,                                        ,,BAKERSFIELD         ,CA             ,93313,(661) 831-1805,2900,545,
WCC04-40102  ,76 - WIBLE RD                           ,3301 WIBLE RD                          ,                                        ,,BAKERSFIELD         ,CA             ,93309,(661) 832-7000,2900,545,
WCC04-40118  ,SHELL - HANFORD                         ,1702 10TH AVE                           ,                                        ,,HANFORD             ,CA             ,93230,(559) 583-0797,2900,545,
WCC04-40119  ,NORTHGATE SINCLAIR - CHASE INC.         ,5405 N BLACKSTONE AVE                  ,                                        ,,FRESNO              ,CA             ,93710,(559) 439-3306,2900,545,
WCC04-40200  ,SAL`S FOOD MART                         ,1018 E EL MONTE WAY                    ,                                        ,,DINUBA              ,CA             ,93618,(559) 393-4720,2900,545,
WCC04-40207  ,MAGNOLIA MARKET #2                      ,14346 AVE 384                           ,                                        ,,VISALIA             ,CA             ,93292,(559) 528-3800,2900,545,
WCC04-40223  ,HARRY'S MARKET                          ,731 SOUTH H ST                         ,                                        ,,BAKERSFIELD         ,CA             ,93304,(661) 900-1913,2900,545,
WCC04-40224  ,VALERO FOOD MARKET                      ,1010 S BLACKSTONE ST                   ,                                        ,,TULARE              ,CA             ,93274,(559) 591-7175,2900,545,
WCC04-40228  ,BEARDSLEY MARKET                        ,214 BEARDSLEY RD                        ,                                        ,,BAKERSFIELD         ,CA             ,93308,(661) 393-1400,2900,545,
WCC04-44444  ,MISC CUSTOMER                           ,10929B D STREET                         ,                                        ,,ARMONA              ,CA             ,93202,,2900,545,
WCC04-61050  ,GOLDEN GATE - LOS OSOS                  ,995 LOS OSOS VALLEY RD                  ,                                        ,,LOS OSOS            ,CA             ,93402,(805) 528-2403,2900,545,
WCC04-61430  ,VALERO - ASHLAN                         ,3403 W ASHLAN                           ,                                        ,,FRESNO              ,CA             ,93722,(559) 276-5962,2900,545,
WCC04-61483  ,SHELL - DJ FOOD MART                    ,31110  7TH STANDARD RD                  ,                                        ,,BAKERSFIELD         ,CA             ,93314,(661) 393-2607,2900,545,
WCC04-61529  ,SHELL - SHAFTER                         ,770 E LERDO HWY                         ,                                        ,,SHAFTER             ,CA             ,93263,(661) 746-6787,2900,545,
WCC04-61753  ,VALERO - MENDOTA                        ,1267 OLLER ST                          ,                                        ,,MENDOTA             ,CA             ,93630,(559) 655-2201,2900,545,
WCC06-190262 ,VAN DEVELOPMENT INC.                    ,1110 MARSH RD                          ,                                        ,,MENLO PARK          ,CA             ,94025,(408) 772-8022,2900,545,
WCC06-250002 ,ANABI OIL - GRANT LINE - SHELL          ,2375 W GRANT LINE RD                    ,                                        ,,TRACY               ,CA             ,95304,(209) 836-8908,2900,545,
WCC03-21122  ,RAYS FOOD PLACE #42 - CLOVERDALE        ,1139 S CLOVERDALE BLVD                  ,                                        ,,CLOVERDALE          ,CA             ,95425,(707) 894-1810,2900,545,
WCC03-31005  ,PAPE MACHINERY                          ,20 DEPOT ROAD                           ,                                        ,,FERNBRIDGE          ,CA             ,95540,(707) 725-5174,2900,545,
WCC03-31041  ,BRUNOS SHOP SMART#73                    ,355 LAKEPORT BLVD                      ,                                        ,,LAKEPORT            ,CA             ,95453,(707) 263-7337,2900,545,
WCC03-31044  ,RAYS FOOD PLACE #75 - WILLOW CREEK      ,38195 HWY 299                           ,                                        ,,WILLOW CREEK        ,CA             ,95573,(530) 629-2457,2900,545,
WCC03-31049  ,TETRAULT TIRE PROS                      ,4075 BROADWAY                           ,                                        ,,EUREKA              ,CA             ,95503,(707) 443-6051,2900,545,
WCC03-31055  ,LUCKY 7 CASINO                          ,350 NORTH INDIAN RD                     ,                                        ,,SMITH RIVER         ,CA             ,95567,(707) 487-7777,2900,545,
WCC03-31067  ,SHELL - RIVERWALK HP#19                 ,1791 RIVERWALK DR                       ,                                        ,,FORTUNA             ,CA             ,95540,(707) 725-2889,2900,545,
WCC04-240025 ,CHEVRON - CIRCLE 7                      ,1334 E BARDSLEY AVE                   ,                                        ,,TULARE              ,CA             ,93274,(559) 688-7644,2900,545,
WCC04-240033 ,CHEVRON - STOCKDALE HWY I-5             ,29727 STOCKDEALE HWY                   ,                                        ,,BAKERSFIELD         ,CA             ,93314,(661) 364-4700,2900,545,
WCC04-240037 ,OAK ST MARKET                           ,724 OAK ST                              ,                                        ,,BAKERSFIELD         ,CA             ,93304,,2900,545,
WCC04-40000  ,WAREHOUSE - BAKERFIELD                  ,10929B D STREET                         ,                                        ,,ARMONA              ,CA             ,93202,,2900,545,
WCC04-40036  ,VALERO - COALINGA  CHASE INC            ,25206 W DORRIS AVE                      ,                                        ,,COALINGA            ,CA             ,93210,(559) 935-2442,2900,545,
WCC04-40081  ,MEYER'S BIG STOP                        ,127 S SHAFTER AVE                       ,                                        ,,SHAFTER             ,CA             ,93263,(661) 910-8479,2900,545,
WCC04-40082  ,TIP TOP LIQUOR                          ,2135 E CALIFORNIA ST                  ,                                        ,,BAKERSFIELD         ,CA             ,93307,(661) 325-2220,2900,545,
WCC04-40085  ,CHEVRON - THE BARN - TEHACHAPI          ,400 E STEUBER RD                       ,                                        ,,TEHACHAPI           ,CA             ,93561,(661) 823-4922,2900,545,
WCC04-40088  ,MOBIL - MOJAVE                          ,15190 SIERRA HWY                        ,                                        ,,MOJAVE              ,CA             ,93501,(661) 824-3227,2900,545,
WCC04-40093  ,CHEVRON - PRINCE PALACE - HWY 166       ,8632 HWY 166                            ,#A                                      ,,BAKERSFIELD         ,CA             ,93313,(661) 858-2666,2900,545,
